ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7925978,4.31E-40,2.72E-42,-27.899545,86.102312,1.20270321,FAM208B,family with sequence similarity 208 member B
8057517,1.36E-09,2.75E-10,-7.24096,12.20801,1.20040875,NCKAP1,NCK associated protein 1
7909455,1.31E-11,2.20E-12,-8.327639,17.01382,1.19999916,TRAF3IP3,TRAF3 interacting protein 3
7974603,1.37E-38,9.94E-41,-26.511648,82.497716,1.19833819,PSMA3,proteasome subunit alpha 3
8099304,1.33E-27,3.96E-29,-17.772038,55.686952,1.19715969,ACOX3,"acyl-CoA oxidase 3, pristanoyl"
7968637,1.66E-16,1.76E-17,-10.978769,28.755564,1.1957249,CCNA1,cyclin A1
8017651,1.04E-21,6.30E-23,-13.977125,41.339045,1.19415489,SMURF2,SMAD specific E3 ubiquitin protein ligase 2
8048940,2.44E-36,2.34E-38,-24.511669,77.023204,1.19334838,SP100,SP100 nuclear antigen
7922846,1.77E-23,8.65E-25,-15.067296,45.647714,1.18799269,FAM129A,family with sequence similarity 129 member A
8023043,7.02E-17,7.18E-18,-11.185283,29.652784,1.18552367,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
8107673,7.39E-30,1.67E-31,-19.365841,61.181448,1.18368562,GRAMD3,GRAM domain containing 3
8014257,2.52E-29,6.09E-31,-18.981008,59.882262,1.1823061,SLFN12L,schlafen family member 12 like
8055697,9.54E-26,3.53E-27,-16.5257,51.175318,1.18202736,RBM43,RNA binding motif protein 43
7907160,7.78E-17,8.00E-18,-11.160368,29.544739,1.18053173,ATP1B1,ATPase Na+/K+ transporting subunit beta 1
7917148,1.77E-36,1.66E-38,-24.634781,77.37029,1.17950269,AIDA,"axin interactor, dorsalization associated"
7969060,6.79E-25,2.78E-26,-15.970664,49.103501,1.17864663,FNDC3A,fibronectin type III domain containing 3A
8053944,1.87E-32,3.08E-34,-21.315527,67.506985,1.17803363,NEURL3,neuralized E3 ubiquitin protein ligase 3
8004671,8.30E-20,6.17E-21,-12.851714,36.735723,1.17697708,KDM6B,lysine demethylase 6B
8084794,2.43E-15,2.88E-16,-10.338746,25.952563,1.17474221,IL1RAP,interleukin 1 receptor accessory protein
8037970,3.17E-14,4.19E-15,-9.732831,23.273289,1.17234312,PLA2G4C,phospholipase A2 group IVC
8068593,2.86E-08,6.57E-09,-6.513405,9.061659,1.17015134,ETS2,"ETS proto-oncogene 2, transcription factor"
7974366,4.38E-15,5.34E-16,-10.198665,25.335078,1.1647904,PTGER2,prostaglandin E receptor 2
8154225,1.99E-19,1.55E-20,-12.630744,35.814033,1.16013758,,
7948399,4.26E-46,1.19E-48,-34.188772,100.731167,1.15952463,PATL1,"PAT1 homolog 1, processing body mRNA decay factor"
8040503,4.08E-23,2.09E-24,-14.840187,44.762551,1.15914923,UBXN2A,UBX domain protein 2A
8156861,1.82E-19,1.40E-20,-12.65381,35.910508,1.15844476,STX17,syntaxin 17
7985066,4.38E-11,7.79E-12,-8.044497,15.754365,1.15718859,TMEM266,transmembrane protein 266
8099760,1.16E-20,7.99E-22,-13.348746,38.787779,1.15641455,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
8017831,2.26E-17,2.20E-18,-11.460016,30.840317,1.14896218,C17orf58,chromosome 17 open reading frame 58
8047763,8.57E-14,1.17E-14,-9.500949,22.243039,1.14880418,NRP2,neuropilin 2
8005707,7.98E-22,4.77E-23,-14.046989,41.619671,1.14795726,MAP2K3,mitogen-activated protein kinase kinase 3
8166059,3.28E-22,1.88E-23,-14.280257,42.552201,1.14748572,TLR7,toll like receptor 7
8078262,8.66E-33,1.36E-34,-21.577475,68.325406,1.14686626,UBE2E1,ubiquitin conjugating enzyme E2 E1
8037408,1.01E-12,1.54E-13,-8.923596,19.670862,1.14524922,KCNN4,potassium calcium-activated channel subfamily N member 4
8019877,6.25E-25,2.55E-26,-15.993574,49.189792,1.14086278,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
8168868,1.28E-16,1.34E-17,-11.04139,29.028024,1.14038889,ARMCX1,"armadillo repeat containing, X-linked 1"
8146500,3.94E-42,1.91E-44,-29.907856,91.060501,1.13672729,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
8083901,1.47E-22,8.04E-24,-14.495856,43.407996,1.13660402,FNDC3B,fibronectin type III domain containing 3B
7995797,8.65E-23,4.60E-24,-14.637828,43.968322,1.13351527,MT1E,metallothionein 1E
8014241,2.16E-22,1.21E-23,-14.392106,42.996905,1.13123271,SLFN12,schlafen family member 12
8147661,1.13E-25,4.25E-27,-16.475226,50.988521,1.13042399,SPAG1,sperm associated antigen 1
8133049,7.46E-23,3.93E-24,-14.678071,44.126684,1.12877636,ZNF107,zinc finger protein 107
8088180,2.29E-11,3.96E-12,-8.196229,16.428893,1.12590173,WNT5A,Wnt family member 5A
8125470,3.51E-25,1.39E-26,-16.156453,49.801351,1.12399972,HLA-DOB,"major histocompatibility complex, class II, DO beta"
7995813,2.34E-33,3.34E-35,-22.033896,69.734349,1.12335949,MT1DP,"metallothionein 1D, pseudogene"
7912239,1.13E-15,1.30E-16,-10.520834,26.75321,1.12316988,GPR157,G protein-coupled receptor 157
8070961,8.38E-22,5.02E-23,-14.034217,41.568416,1.12284795,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
8126666,2.02E-31,3.92E-33,-20.512314,64.951829,1.12161291,NFKBIE,NFKB inhibitor epsilon
8020029,4.37E-38,3.34E-40,-26.057345,81.284104,1.12011582,RAB12,"RAB12, member RAS oncogene family"
8042144,2.12E-20,1.49E-21,-13.196741,38.163356,1.119995,REL,"REL proto-oncogene, NF-kB subunit"
8118571,3.08E-28,8.61E-30,-18.208369,57.221287,1.11961422,PSMB9,proteasome subunit beta 9
8164967,3.65E-27,1.15E-28,-17.471511,54.616668,1.11553946,VAV2,vav guanine nucleotide exchange factor 2
8121076,8.84E-38,7.15E-40,-25.774904,80.520913,1.11449417,PNRC1,proline rich nuclear receptor coactivator 1
7965510,1.01E-22,5.43E-24,-14.595421,43.801219,1.11123555,TMCC3,transmembrane and coiled-coil domain family 3
7970696,1.30E-22,7.08E-24,-14.528204,43.535889,1.10860311,USP12,ubiquitin specific peptidase 12
8054329,2.26E-35,2.45E-37,-23.688376,74.666453,1.10856114,RNF149,ring finger protein 149
7978123,8.21E-35,9.65E-37,-23.218592,73.293179,1.10815644,PSME2,proteasome activator subunit 2
8154211,4.24E-11,7.52E-12,-8.052469,15.78978,1.10801536,,
7965979,9.53E-17,9.87E-18,-11.11182,29.334053,1.10612045,ALDH1L2,aldehyde dehydrogenase 1 family member L2
7902043,8.26E-26,3.01E-27,-16.5688,51.334572,1.10257241,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6
7995552,3.27E-20,2.34E-21,-13.086846,37.71018,1.10213853,CYLD,CYLD lysine 63 deubiquitinase
8044035,1.05E-14,1.32E-15,-9.993346,24.427806,1.10213285,IL18R1///IL18R1,interleukin 18 receptor 1///interleukin 18 receptor 1
7995793,6.86E-30,1.54E-31,-19.390247,61.263266,1.10116639,NUTF2///MT1L,nuclear transport factor 2///metallothionein 1L (gene/pseudogene)
8161964,1.88E-20,1.32E-21,-13.226905,38.287487,1.09863338,FRMD3,FERM domain containing 3
8098121,1.60E-28,4.30E-30,-18.409221,57.919855,1.09604042,RAPGEF2,Rap guanine nucleotide exchange factor 2
7997381,6.25E-25,2.55E-26,-15.993274,49.188661,1.09580791,CENPN,centromere protein N
7937330,3.43E-16,3.75E-17,-10.804621,27.996086,1.09497902,IFITM2,interferon induced transmembrane protein 2
8107934,7.98E-38,6.39E-40,-25.816465,80.633638,1.09424894,C5orf56,chromosome 5 open reading frame 56
7971150,3.29E-09,6.93E-10,-7.030822,11.291208,1.09341801,LHFP,lipoma HMGIC fusion partner
7964548,5.04E-25,2.02E-26,-16.055457,49.422541,1.09138544,METTL1,methyltransferase like 1
8063923,1.58E-13,2.22E-14,-9.357426,21.604374,1.09094167,SLCO4A1,solute carrier organic anion transporter family member 4A1
7953737,7.53E-10,1.49E-10,-7.380457,12.819526,1.09074847,CLEC6A,C-type lectin domain family 6 member A
8002975,6.85E-16,7.71E-17,-10.639565,27.273966,1.0904697,CDYL2,chromodomain Y-like 2
8018975,2.40E-14,3.14E-15,-9.797946,23.562174,1.08826663,LGALS3BP,galectin 3 binding protein
8039453,4.83E-25,1.93E-26,-16.068316,49.470844,1.08683979,TMEM150B,transmembrane protein 150B
8119198,2.94E-34,3.75E-36,-22.759069,71.929293,1.08459144,CMTR1,cap methyltransferase 1
7983490,2.81E-18,2.47E-19,-11.971979,33.033386,1.08420545,HMGN2P46,high mobility group nucleosomal binding domain 2 pseudogene 46
7929550,5.09E-29,1.27E-30,-18.764427,59.143488,1.08397914,CCNJ,cyclin J
7915861,9.58E-26,3.55E-27,-16.523938,51.168803,1.08325339,MOB3C,MOB kinase activator 3C
8123080,9.25E-32,1.71E-33,-20.771288,65.783279,1.08067422,SYTL3,synaptotagmin like 3
8148149,5.62E-25,2.27E-26,-16.02441,49.305828,1.07989359,ZHX2,zinc fingers and homeoboxes 2
7965322,6.30E-16,7.06E-17,-10.65968,27.362083,1.07814371,KITLG,KIT ligand
8143663,3.33E-18,2.95E-19,-11.930384,32.856218,1.07668001,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
7917528,2.13E-12,3.32E-13,-8.751033,18.901189,1.07450649,,
8009568,1.66E-19,1.28E-20,-12.676301,36.004522,1.07442266,TTYH2,tweety family member 2
8124707,9.03E-22,5.43E-23,-14.014287,41.48839,1.07301207,TRIM31,tripartite motif containing 31
8078227,4.22E-28,1.20E-29,-18.113843,56.890847,1.07248276,KAT2B,lysine acetyltransferase 2B
8109563,4.58E-12,7.42E-13,-8.571203,18.099215,1.07238714,NIPAL4,NIPA like domain containing 4
8073960,3.75E-36,3.73E-38,-24.347038,76.556921,1.07189775,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase"
8140971,7.55E-34,1.03E-35,-22.423434,70.919965,1.07119531,SAMD9L,sterile alpha motif domain containing 9 like
7961891,3.92E-15,4.77E-16,-10.224561,25.449325,1.06990172,BHLHE41,basic helix-loop-helix family member e41
8081073,2.86E-21,1.84E-22,-13.710983,40.26445,1.06953208,C3orf38,chromosome 3 open reading frame 38
8047854,3.36E-38,2.53E-40,-26.161215,81.563088,1.06572085,CCNYL1,cyclin Y like 1
7915787,2.46E-22,1.39E-23,-14.356503,42.855522,1.06566232,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3
8148501,1.42E-16,1.50E-17,-11.015697,28.916276,1.06548344,PTP4A3,"protein tyrosine phosphatase type IVA, member 3"
8154233,1.96E-31,3.78E-33,-20.523072,64.986514,1.06533936,CD274,CD274 molecule
8006440,5.32E-07,1.41E-07,-5.790625,6.037237,1.06521974,CCL7,C-C motif chemokine ligand 7
8101210,1.72E-22,9.50E-24,-14.453327,43.239647,1.06395142,,
8142087,1.48E-28,3.96E-30,-18.432506,58.000526,1.06360817,ATXN7L1,ataxin 7 like 1
8025828,5.49E-14,7.41E-15,-9.604367,22.702793,1.06047449,LDLR,low density lipoprotein receptor
8115664,2.83E-28,7.87E-30,-18.234362,57.311967,1.0577179,,
8166956,5.01E-18,4.53E-19,-11.829279,32.424817,1.05762624,KDM6A,lysine demethylase 6A
8138527,1.91E-15,2.23E-16,-10.397434,26.210873,1.0570607,STEAP1B,STEAP family member 1B
8093230,3.33E-37,2.89E-39,-25.263417,79.121504,1.05500846,RUBCN,RUN and cysteine rich domain containing beclin 1 interacting protein
8009014,3.26E-39,2.23E-41,-27.081415,83.99595,1.05450123,TLK2,tousled like kinase 2
7941865,1.85E-44,7.19E-47,-32.31443,96.636974,1.05298043,RAD9A,RAD9 checkpoint clamp component A
7995787,1.16E-28,3.07E-30,-18.506485,58.256404,1.05266173,MT1M,metallothionein 1M
8044049,4.67E-15,5.71E-16,-10.183691,25.268997,1.05265165,IL18RAP,interleukin 18 receptor accessory protein
8084986,3.25E-22,1.86E-23,-14.283525,42.565217,1.05239974,FYTTD1,forty-two-three domain containing 1
8074432,7.32E-44,2.98E-46,-31.686137,95.217165,1.05174505,HIRA,histone cell cycle regulator
8095736,7.33E-10,1.45E-10,-7.386774,12.84727,1.05117963,AREG,amphiregulin
7936856,2.92E-11,5.10E-12,-8.139587,16.17697,1.05052164,CHST15,carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
7946446,9.11E-11,1.67E-11,-7.874004,14.997822,1.04758377,NRIP3,nuclear receptor interacting protein 3
8058498,4.20E-32,7.26E-34,-21.041894,66.644304,1.0467506,FZD5,frizzled class receptor 5
8152340,6.21E-17,6.32E-18,-11.214678,29.780181,1.04549974,NUDCD1,NudC domain containing 1
7913357,2.86E-12,4.54E-13,-8.681131,18.589422,1.04353322,ECE1,endothelin converting enzyme 1
8027862,9.20E-15,1.16E-15,-10.023442,24.560949,1.04305152,FFAR2,free fatty acid receptor 2
8180337,4.22E-34,5.56E-36,-22.627741,71.535694,1.04295614,ATF4,activating transcription factor 4
8075585,6.00E-35,6.87E-37,-23.334158,73.632959,1.04125405,RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase"
8149258,5.12E-15,6.29E-16,-10.16155,25.171263,1.04096836,MFHAS1,malignant fibrous histiocytoma amplified sequence 1
8075316,1.41E-21,8.63E-23,-13.898624,41.023,1.04015311,OSM,oncostatin M
7914603,6.18E-25,2.51E-26,-15.997386,49.204143,1.03834725,RNF19B,ring finger protein 19B
8179238,1.32E-20,9.13E-22,-13.316093,38.653877,1.0376972,MICA,MHC class I polypeptide-related sequence A
8007212,7.39E-30,1.67E-31,-19.366667,61.184219,1.0372786,STAT5A,signal transducer and activator of transcription 5A
8101788,3.57E-19,2.86E-20,-12.483379,35.196227,1.03712041,UNC5C,unc-5 netrin receptor C
8167006,7.33E-27,2.39E-28,-17.266695,53.880882,1.03703533,RP2,retinitis pigmentosa 2 (X-linked recessive)
8137670,1.72E-09,3.53E-10,-7.184159,11.959647,1.03671774,PDGFA,platelet derived growth factor subunit A
7944302,1.56E-29,3.69E-31,-19.129896,60.386946,1.03403278,PHLDB1,pleckstrin homology like domain family B member 1
7948839,5.54E-36,5.65E-38,-24.200466,76.139707,1.03392876,NXF1,nuclear RNA export factor 1
7925444,5.33E-20,3.90E-21,-12.962707,37.196525,1.03371314,,
8145490,1.52E-25,5.79E-27,-16.391535,50.678084,1.03267094,PTK2B,protein tyrosine kinase 2 beta
8030860,5.86E-13,8.65E-14,-9.052529,20.245819,1.03146689,FPR2,formyl peptide receptor 2
7986411,2.25E-27,6.93E-29,-17.614196,55.126201,1.03145164,MEF2A,myocyte enhancer factor 2A
8116418,8.45E-09,1.85E-09,-6.806113,10.317583,1.03115852,GFPT2,glutamine-fructose-6-phosphate transaminase 2
7917472,2.48E-28,6.83E-30,-18.275152,57.454097,1.03074083,GTF2B,general transcription factor IIB
7943293,1.10E-28,2.89E-30,-18.524211,58.317618,1.02951772,ENDOD1,endonuclease domain containing 1
8095341,2.62E-35,2.87E-37,-23.634538,74.510141,1.02888291,,
7939120,7.79E-18,7.20E-19,-11.720444,31.959243,1.02791626,RCN1,reticulocalbin 1
7993259,1.30E-22,7.11E-24,-14.526998,43.531124,1.02750761,SNN,stannin
7908614,5.77E-29,1.46E-30,-18.724531,59.006796,1.02602088,CAMSAP2,calmodulin regulated spectrin associated protein family member 2
7925531,1.60E-12,2.47E-13,-8.817205,19.196337,1.02494648,AKT3,AKT serine/threonine kinase 3
7957715,2.41E-19,1.89E-20,-12.582417,35.611705,1.02227717,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1"
7963235,1.24E-35,1.31E-37,-23.906991,75.298385,1.02202951,CSRNP2,cysteine and serine rich nuclear protein 2
8130539,2.48E-20,1.75E-21,-13.157182,38.000393,1.02060378,TAGAP,T-cell activation RhoGTPase activating protein
8053484,8.20E-16,9.29E-17,-10.5968,27.086518,1.01887807,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
7921179,2.93E-32,4.98E-34,-21.161975,67.023864,1.01833691,ARHGEF11,Rho guanine nucleotide exchange factor 11
8113130,1.14E-09,2.30E-10,-7.281783,12.386743,1.01833159,MCTP1,multiple C2 and transmembrane domain containing 1
7995258,2.91E-13,4.20E-14,-9.214515,20.967843,1.0160677,ZNF267,zinc finger protein 267
8120102,4.35E-15,5.30E-16,-10.20037,25.342603,1.01531609,CD2AP,CD2 associated protein
8139433,2.18E-10,4.11E-11,-7.670761,14.098384,1.01494795,MYO1G,myosin IG
7946275,2.26E-27,6.95E-29,-17.613379,55.123293,1.01411337,GVINP1,"GTPase, very large interferon inducible pseudogene 1"
8015412,1.74E-18,1.49E-19,-12.090958,33.539137,1.01327201,JUP,junction plakoglobin
8180323,8.45E-21,5.74E-22,-13.42991,39.120044,1.00919041,USP12,ubiquitin specific peptidase 12
7960177,7.49E-25,3.08E-26,-15.943295,49.000329,1.00795048,SLC6A12,solute carrier family 6 member 12
8138799,1.48E-34,1.79E-36,-23.008458,72.672048,1.0051058,TRIL,TLR4 interactor with leucine rich repeats
7970441,2.98E-20,2.13E-21,-13.109643,37.804308,1.00473566,GJB2,gap junction protein beta 2
7970810,1.97E-27,6.00E-29,-17.654549,55.26985,1.00382316,SLC7A1,solute carrier family 7 member 1
7904830,1.99E-26,6.79E-28,-16.977048,52.83147,1.00302268,RNF115,ring finger protein 115
8096808,1.49E-18,1.27E-19,-12.128248,33.69733,1.00283056,MCUB,mitochondrial calcium uniporter dominant negative beta subunit
7953873,9.58E-07,2.61E-07,-5.6414,5.429503,0.99897421,OVOS///OVOS2,ovostatin///ovostatin 2
7898115,1.02E-15,1.16E-16,-10.545403,26.861056,0.99725416,TMEM51,transmembrane protein 51
8175039,1.94E-37,1.63E-39,-25.471349,79.693115,0.99645987,ELF4,E74 like ETS transcription factor 4
7974835,4.70E-11,8.38E-12,-8.028117,15.68161,0.99377605,PRKCH,protein kinase C eta
8160879,4.06E-11,7.19E-12,-8.062476,15.834233,0.9927077,CCL19,C-C motif chemokine ligand 19
8007992,3.19E-35,3.55E-37,-23.561382,74.297296,0.9907439,KPNB1,karyopherin subunit beta 1
7953878,1.74E-12,2.70E-13,-8.797427,19.10812,0.99058433,CLEC2D,C-type lectin domain family 2 member D
7995539,6.10E-11,1.10E-11,-7.966855,15.409635,0.98978716,NOD2,nucleotide binding oligomerization domain containing 2
8086150,4.70E-32,8.24E-34,-21.001762,66.51711,0.98953309,LRRFIP2,LRR binding FLII interacting protein 2
8126629,6.76E-42,3.38E-44,-29.670928,90.490607,0.9892237,GTPBP2,GTP binding protein 2
8037387,3.58E-19,2.87E-20,-12.482878,35.194122,0.98797852,,
7913805,1.36E-43,5.88E-46,-31.39022,94.539839,0.98521082,RUNX3,runt related transcription factor 3
8158627,1.38E-09,2.80E-10,-7.236866,12.190095,0.98466119,NCS1,neuronal calcium sensor 1
8147756,3.31E-16,3.61E-17,-10.813284,28.033924,0.98343835,BAALC,"brain and acute leukemia, cytoplasmic"
7985349,1.90E-35,2.05E-37,-23.750495,74.846473,0.9830027,MESDC1,mesoderm development candidate 1
8140840,1.70E-02,9.97E-03,-2.641579,-4.687183,0.98213769,STEAP4,STEAP4 metalloreductase
8042503,2.18E-28,5.98E-30,-18.31334,57.586981,0.98029155,MXD1,MAX dimerization protein 1
7900087,3.52E-36,3.44E-38,-24.37505,76.636432,0.97932418,ADPRHL2,ADP-ribosylhydrolase like 2
7946089,2.92E-27,9.09E-29,-17.537628,54.853088,0.9778618,TRIM5,tripartite motif containing 5
8135064,1.64E-39,1.09E-41,-27.356108,84.709004,0.97782704,TRIM56,tripartite motif containing 56
8107706,7.70E-18,7.10E-19,-11.723641,31.972937,0.97656254,LMNB1,lamin B1
8105899,2.08E-11,3.58E-12,-8.218854,16.529559,0.97653889,MARVELD2,MARVEL domain containing 2
8092095,1.46E-12,2.25E-13,-8.838417,19.29095,0.97606427,TNIK,TRAF2 and NCK interacting kinase
8101158,3.08E-16,3.35E-17,-10.830332,28.108372,0.97506817,SCARB2,scavenger receptor class B member 2
8005458,3.49E-27,1.10E-28,-17.484891,54.664559,0.97476854,LGALS9C///LGALS9B///LGALS9,galectin 9C///galectin 9B///galectin 9
7918026,6.89E-14,9.36E-15,-9.55187,22.469462,0.97456297,EXTL2,exostosin like glycosyltransferase 2
8101992,1.98E-11,3.40E-12,-8.230483,16.581306,0.97452941,SLC39A8,solute carrier family 39 member 8
8138922,2.14E-18,1.85E-19,-12.04017,33.323435,0.97272073,KBTBD2,kelch repeat and BTB domain containing 2
8024391,3.24E-16,3.53E-17,-10.818587,28.057086,0.97175718,DOT1L,DOT1 like histone lysine methyltransferase
8156905,3.55E-10,6.85E-11,-7.555781,13.590957,0.97067729,MSANTD3-TMEFF1///TMEFF1,MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
8085954,3.05E-21,1.96E-22,-13.694474,40.197499,0.96904434,AZI2,5-azacytidine induced 2
8045587,1.23E-19,9.36E-21,-12.751409,36.318046,0.96651429,ACVR2A,activin A receptor type 2A
7979204,2.69E-09,5.62E-10,-7.078595,11.499134,0.96497082,FERMT2,fermitin family member 2
8072962,3.14E-15,3.77E-16,-10.278041,25.685131,0.96398384,MICALL1,MICAL like 1
7905079,1.48E-24,6.32E-26,-15.75196,48.276401,0.96391764,HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2ab///histone cluster 2, H2ac///histone cluster 2, H2aa3"
8032899,9.86E-36,1.03E-37,-23.991338,75.541006,0.9634314,TICAM1,toll like receptor adaptor molecule 1
8117106,3.75E-33,5.51E-35,-21.870686,69.233001,0.96312652,RNF144B,ring finger protein 144B
7957570,4.20E-12,6.77E-13,-8.591761,18.190881,0.9626876,PLXNC1,plexin C1
7943240,9.55E-26,3.54E-27,-16.525023,51.172814,0.96212042,PIWIL4,piwi like RNA-mediated gene silencing 4
8118100,6.56E-22,3.88E-23,-14.09859,41.826543,0.95710383,MICA,MHC class I polypeptide-related sequence A
8013450,2.69E-27,8.34E-29,-17.561855,54.939582,0.95558151,LGALS9C///LGALS9B///LGALS9,galectin 9C///galectin 9B///galectin 9
7967794,1.37E-25,5.20E-27,-16.420845,50.786902,0.95452619,ANKLE2,ankyrin repeat and LEM domain containing 2
8125766,3.89E-23,1.99E-24,-14.85302,44.812741,0.95452428,BAK1,BCL2 antagonist/killer 1
7951372,1.05E-21,6.37E-23,-13.974587,41.328839,0.95330176,CASP4,caspase 4
7984190,8.44E-26,3.09E-27,-16.562124,51.309919,0.95310419,TRIP4,thyroid hormone receptor interactor 4
7898809,1.98E-28,5.39E-30,-18.343316,57.691167,0.95204481,EPHB2,EPH receptor B2
8045736,9.69E-16,1.10E-16,-10.557702,26.915026,0.95199245,FMNL2,formin like 2
8091188,3.52E-25,1.39E-26,-16.155074,49.796187,0.94907393,,
8123598,8.07E-18,7.47E-19,-11.711922,31.922735,0.94899918,SERPINB1,serpin family B member 1
8149762,2.20E-26,7.54E-28,-16.948175,52.726287,0.94617779,TNFRSF10A,TNF receptor superfamily member 10a
8043621,1.28E-33,1.78E-35,-22.240955,70.366475,0.94607406,ARID5A,AT-rich interaction domain 5A
7986977,1.24E-13,1.73E-14,-9.413733,21.855016,0.9450828,TJP1,tight junction protein 1
8020779,1.33E-11,2.24E-12,-8.323999,16.997606,0.94477186,DSG2,desmoglein 2
7981157,6.67E-17,6.81E-18,-11.197468,29.705602,0.944649,LINC00341,long intergenic non-protein coding RNA 341
7985202,1.31E-35,1.39E-37,-23.884563,75.23376,0.94387784,PSMA4,proteasome subunit alpha 4
7908161,5.18E-12,8.45E-13,-8.542185,17.969843,0.94350822,C1orf21,chromosome 1 open reading frame 21
7923753,7.03E-21,4.75E-22,-13.476749,39.311427,0.94333131,NUAK2,NUAK family kinase 2
8128034,4.50E-29,1.12E-30,-18.802399,59.273412,0.94255845,AKIRIN2,akirin 2
8092541,5.06E-05,1.76E-05,-4.577106,1.317432,0.9415877,LIPH,lipase H
8121563,6.46E-14,8.76E-15,-9.56657,22.534811,0.93991174,MARCKS,myristoylated alanine rich protein kinase C substrate
7981161,1.13E-18,9.55E-20,-12.196333,33.985777,0.93855597,SYNE3,spectrin repeat containing nuclear envelope family member 3
7923812,1.26E-21,7.71E-23,-13.926699,41.136118,0.93777319,RAB29,"RAB29, member RAS oncogene family"
8062119,6.51E-24,3.02E-25,-15.340534,46.703947,0.93656869,MT1P3,metallothionein 1 pseudogene 3
7909425,8.65E-26,3.18E-27,-16.554582,51.282061,0.93554454,CAMK1G,calcium/calmodulin dependent protein kinase IG
8039226,1.09E-03,4.84E-04,-3.642877,-1.86898,0.9342759,LILRA3,leukocyte immunoglobulin like receptor A3
8132515,1.84E-14,2.37E-15,-9.861041,23.841906,0.93324814,BLVRA,biliverdin reductase A
8103911,2.65E-40,1.61E-42,-28.106473,86.626895,0.93312589,IRF2,interferon regulatory factor 2
8025058,5.66E-16,6.32E-17,-10.685109,27.473438,0.93308991,TRIP10,thyroid hormone receptor interactor 10
7979033,1.21E-14,1.54E-15,-9.958455,24.273386,0.93279266,SAV1,salvador family WW domain containing protein 1
7950555,2.48E-23,1.24E-24,-14.973793,45.284079,0.93201311,LRRC32,leucine rich repeat containing 32
7970413,9.08E-31,1.90E-32,-20.024478,63.365544,0.93037732,PSPC1,paraspeckle component 1
8010061,9.10E-19,7.63E-20,-12.249626,34.211204,0.93025948,SPHK1,sphingosine kinase 1
8114572,3.47E-14,4.60E-15,-9.71159,23.179006,0.92925626,HBEGF,heparin binding EGF like growth factor
8078214,3.26E-23,1.65E-24,-14.900396,44.997857,0.92884787,RAB5A,"RAB5A, member RAS oncogene family"
8055980,3.68E-18,3.27E-19,-11.905718,32.751072,0.92801447,CYTIP,cytohesin 1 interacting protein
8045009,1.26E-13,1.76E-14,-9.409591,21.836579,0.92708467,GYPC,glycophorin C (Gerbich blood group)
7924450,3.26E-07,8.41E-08,-5.91394,6.544188,0.92601652,DUSP10,dual specificity phosphatase 10
8116921,2.73E-15,3.26E-16,-10.310951,25.830146,0.92539765,EDN1,endothelin 1
8105302,1.22E-15,1.41E-16,-10.502347,26.67203,0.92475158,FST,follistatin
8048976,1.07E-28,2.81E-30,-18.532127,58.344944,0.92335847,,
8135497,8.72E-21,5.93E-22,-13.421951,39.087499,0.92197227,ZNF277,zinc finger protein 277
8047738,2.42E-11,4.20E-12,-8.183208,16.370968,0.92098446,NRP2,neuropilin 2
7923659,2.20E-25,8.53E-27,-16.286905,50.28873,0.92081529,PPP1R15B,protein phosphatase 1 regulatory subunit 15B
8052908,2.62E-09,5.47E-10,-7.084706,11.525755,0.92071114,CLEC4F,C-type lectin domain family 4 member F
7954692,5.49E-22,3.22E-23,-14.145277,42.01343,0.91927141,FLJ13224,uncharacterized LOC79857
8051605,1.61E-20,1.12E-21,-13.265643,38.446747,0.91902256,HNRNPLL,heterogeneous nuclear ribonucleoprotein L like
8162940,3.42E-08,7.93E-09,-6.469734,8.875625,0.91889523,ABCA1,ATP binding cassette subfamily A member 1
8016215,1.72E-31,3.32E-33,-20.563874,65.117948,0.91866847,ARHGAP27,Rho GTPase activating protein 27
8065569,1.70E-29,4.04E-31,-19.102541,60.294416,0.91588921,BCL2L1,BCL2 like 1
8084064,3.23E-19,2.57E-20,-12.508719,35.302635,0.91489926,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
8080938,4.49E-17,4.51E-18,-11.292869,30.11867,0.91473496,MITF,melanogenesis associated transcription factor
